Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Peptic ulcer diseae,28,23,0,32,16,32,26,21,22,21,18,11,8,4,3,3,1
Peptic ulcer diseae,28,19,0,32,16,32,26,21,22,21,18,11,8,4,3,3,1
Peptic ulcer diseae,28,19,29,32,16,32,26,21,22,21,18,11,8,4,3,3,1
Peptic ulcer diseae,28,19,29,0,16,32,26,21,22,21,18,11,8,4,3,3,1
Peptic ulcer diseae,28,19,29,0,26,32,26,21,22,21,18,11,8,4,3,3,1
Peptic ulcer diseae,28,19,29,0,26,16,26,21,22,21,18,11,8,4,3,3,1
Peptic ulcer diseae,28,19,29,0,26,16,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,30,24,15,38,32,26,21,22,21,18,11,8,4,3,3,1
AIDS,21,18,20,50,38,32,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,18,20,50,38,32,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,30,20,50,38,32,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,30,24,50,38,32,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,30,24,15,38,32,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,30,24,15,38,32,26,21,22,21,18,11,8,4,3,3,1
AIDS,21,18,20,50,38,32,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,18,20,50,38,32,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,30,24,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Diabetes ,11,46,39,24,17,1,18,6,6,11,18,11,8,4,3,3,1
Diabetes ,11,46,39,24,17,1,18,6,6,11,18,11,8,4,3,3,1
Diabetes ,31,32,28,21,1,21,8,7,14,21,18,11,8,4,3,3,1
Diabetes ,11,32,28,21,1,21,8,7,14,21,18,11,8,4,3,3,1
Diabetes ,11,46,28,21,1,21,8,7,14,21,18,11,8,4,3,3,1
Diabetes ,11,46,39,21,1,21,8,7,14,21,18,11,8,4,3,3,1
Diabetes ,11,46,39,24,1,21,8,7,14,21,18,11,8,4,3,3,1
Diabetes ,11,46,39,24,17,21,8,7,14,21,18,11,8,4,3,3,1
Diabetes ,11,46,39,24,17,1,8,7,14,21,18,11,8,4,3,3,1
Diabetes ,11,46,39,24,17,1,18,7,14,21,18,11,8,4,3,3,1
Gastroenteritis,28,38,16,10,38,32,26,21,22,21,18,11,8,4,3,3,1
Gastroenteritis,28,38,16,10,38,32,26,21,22,21,18,11,8,4,3,3,1
Gastroenteritis,27,13,17,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Gastroenteritis,28,13,17,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Gastroenteritis,28,38,17,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Gastroenteritis,28,38,16,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Gastroenteritis,28,38,16,10,38,32,26,21,22,21,18,11,8,4,3,3,1
Gastroenteritis,27,13,17,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Gastroenteritis,28,13,17,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Gastroenteritis,28,38,17,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,11,24,4,10,19,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,9,18,7,16,23,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,18,7,16,23,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,11,7,16,23,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,11,24,16,23,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,11,24,4,23,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,11,24,4,10,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,11,24,4,10,19,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,9,18,7,16,23,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,18,7,16,23,32,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,8,19,26,19,32,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,5,14,30,23,38,32,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,14,30,23,38,32,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,8,30,23,38,32,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,8,19,23,38,32,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,8,19,26,38,32,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,8,19,26,19,32,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,5,14,30,23,38,32,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,14,30,23,38,32,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,8,30,23,38,32,26,21,22,21,18,11,8,4,3,3,1
Migraine,0,19,23,3,9,25,5,8,20,21,18,11,8,4,3,3,1
Migraine,14,17,6,14,29,6,12,18,22,21,18,11,8,4,3,3,1
Migraine,0,17,6,14,29,6,12,18,22,21,18,11,8,4,3,3,1
Migraine,0,19,6,14,29,6,12,18,22,21,18,11,8,4,3,3,1
Migraine,0,19,23,14,29,6,12,18,22,21,18,11,8,4,3,3,1
Migraine,0,19,23,3,29,6,12,18,22,21,18,11,8,4,3,3,1
Migraine,0,19,23,3,9,6,12,18,22,21,18,11,8,4,3,3,1
Migraine,0,19,23,3,9,25,12,18,22,21,18,11,8,4,3,3,1
Migraine,0,19,23,3,9,25,5,18,22,21,18,11,8,4,3,3,1
Migraine,0,19,23,3,9,25,5,8,22,21,18,11,8,4,3,3,1
Cervical spondylosis,1,43,34,13,22,32,26,21,22,21,18,11,8,4,3,3,1
Cervical spondylosis,1,43,34,13,22,32,26,21,22,21,18,11,8,4,3,3,1
Cervical spondylosis,29,26,19,26,38,32,26,21,22,21,18,11,8,4,3,3,1
Cervical spondylosis,1,26,19,26,38,32,26,21,22,21,18,11,8,4,3,3,1
Cervical spondylosis,1,43,19,26,38,32,26,21,22,21,18,11,8,4,3,3,1
Cervical spondylosis,1,43,34,26,38,32,26,21,22,21,18,11,8,4,3,3,1
Cervical spondylosis,1,43,34,13,38,32,26,21,22,21,18,11,8,4,3,3,1
Cervical spondylosis,1,43,34,13,22,32,26,21,22,21,18,11,8,4,3,3,1
Cervical spondylosis,29,26,19,26,38,32,26,21,22,21,18,11,8,4,3,3,1
Cervical spondylosis,1,26,19,26,38,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,17,51,1,38,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,17,51,1,38,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),12,44,1,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,44,1,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,17,1,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,17,51,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,17,51,1,38,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),12,44,1,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,44,1,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,17,1,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Jaundice,33,42,21,46,13,31,4,0,22,21,18,11,8,4,3,3,1
Jaundice,33,42,21,46,13,31,4,0,22,21,18,11,8,4,3,3,1
Jaundice,28,15,52,19,37,5,0,21,22,21,18,11,8,4,3,3,1
Jaundice,33,15,52,19,37,5,0,21,22,21,18,11,8,4,3,3,1
Jaundice,33,42,52,19,37,5,0,21,22,21,18,11,8,4,3,3,1
Jaundice,33,42,21,19,37,5,0,21,22,21,18,11,8,4,3,3,1
Jaundice,33,42,21,46,37,5,0,21,22,21,18,11,8,4,3,3,1
Jaundice,33,42,21,46,13,5,0,21,22,21,18,11,8,4,3,3,1
Jaundice,33,42,21,46,13,31,0,21,22,21,18,11,8,4,3,3,1
Jaundice,33,42,21,46,13,31,4,21,22,21,18,11,8,4,3,3,1
Malaria,6,42,24,40,12,20,16,21,22,21,18,11,8,4,3,3,1
Malaria,6,42,24,40,12,20,6,12,22,21,18,11,8,4,3,3,1
Malaria,6,42,24,40,12,20,6,12,22,21,18,11,8,4,3,3,1
Malaria,28,18,45,18,24,7,16,21,22,21,18,11,8,4,3,3,1
Malaria,6,18,45,18,24,7,16,21,22,21,18,11,8,4,3,3,1
Malaria,6,42,45,18,24,7,16,21,22,21,18,11,8,4,3,3,1
Malaria,6,42,24,18,24,7,16,21,22,21,18,11,8,4,3,3,1
Malaria,6,42,24,40,24,7,16,21,22,21,18,11,8,4,3,3,1
Malaria,6,42,24,40,12,7,16,21,22,21,18,11,8,4,3,3,1
Malaria,6,42,24,40,12,20,16,21,22,21,18,11,8,4,3,3,1
Chicken pox,33,35,21,24,13,12,13,11,16,7,12,11,8,4,3,3,1
Chicken pox,24,15,28,19,12,17,15,17,9,13,18,11,8,4,3,3,1
Chicken pox,33,15,28,19,12,17,15,17,9,13,18,11,8,4,3,3,1
Chicken pox,33,35,28,19,12,17,15,17,9,13,18,11,8,4,3,3,1
Chicken pox,33,35,21,19,12,17,15,17,9,13,18,11,8,4,3,3,1
Chicken pox,33,35,21,24,12,17,15,17,9,13,18,11,8,4,3,3,1
Chicken pox,33,35,21,24,13,17,15,17,9,13,18,11,8,4,3,3,1
Chicken pox,33,35,21,24,13,12,15,17,9,13,18,11,8,4,3,3,1
Chicken pox,33,35,21,24,13,12,13,17,9,13,18,11,8,4,3,3,1
Chicken pox,33,35,21,24,13,12,13,11,9,13,18,11,8,4,3,3,1
Dengue,24,9,26,44,11,13,11,14,8,10,2,4,5,4,3,3,1
Dengue,24,9,26,44,11,13,11,14,8,10,2,3,5,4,3,3,1
Dengue,24,9,26,44,11,13,11,14,8,10,2,3,3,4,3,3,1
Dengue,24,9,26,44,11,13,11,14,8,10,2,3,3,3,3,3,1
Dengue,6,20,49,17,13,12,17,9,12,2,7,4,5,4,3,3,1
Dengue,24,20,49,17,13,12,17,9,12,2,7,4,5,4,3,3,1
Dengue,24,9,49,17,13,12,17,9,12,2,7,4,5,4,3,3,1
Dengue,24,9,26,17,13,12,17,9,12,2,7,4,5,4,3,3,1
Dengue,24,9,26,44,13,12,17,9,12,2,7,4,5,4,3,3,1
Dengue,24,9,26,44,11,12,17,9,12,2,7,4,5,4,3,3,1
Typhoid,6,42,21,19,24,4,0,3,19,3,18,11,8,4,3,3,1
Typhoid,6,42,21,19,12,4,0,3,19,3,18,11,8,4,3,3,1
Typhoid,6,42,21,19,12,20,0,3,19,3,18,11,8,4,3,3,1
Typhoid,6,42,21,19,12,20,3,3,19,3,18,11,8,4,3,3,1
Typhoid,6,42,21,19,12,20,3,0,19,3,18,11,8,4,3,3,1
Typhoid,6,42,21,19,12,20,3,0,3,3,18,11,8,4,3,3,1
Typhoid,6,42,21,19,12,20,3,0,3,19,18,11,8,4,3,3,1
Typhoid,6,42,21,19,12,20,3,0,3,19,3,11,8,4,3,3,1
Typhoid,6,42,21,19,12,20,3,0,3,19,3,11,8,4,3,3,1
Typhoid,6,15,24,18,24,4,0,3,19,3,18,11,8,4,3,3,1
hepatitis A,15,42,53,9,24,17,0,3,10,20,8,11,8,4,3,3,1
hepatitis A,15,42,53,9,24,17,0,3,10,20,8,11,8,4,3,3,1
hepatitis A,28,47,15,29,21,0,6,11,21,9,18,11,8,4,3,3,1
hepatitis A,15,47,15,29,21,0,6,11,21,9,18,11,8,4,3,3,1
hepatitis A,15,42,15,29,21,0,6,11,21,9,18,11,8,4,3,3,1
hepatitis A,15,42,53,29,21,0,6,11,21,9,18,11,8,4,3,3,1
hepatitis A,15,42,53,9,21,0,6,11,21,9,18,11,8,4,3,3,1
hepatitis A,15,42,53,9,24,0,6,11,21,9,18,11,8,4,3,3,1
hepatitis A,15,42,53,9,24,17,6,11,21,9,18,11,8,4,3,3,1
hepatitis A,15,42,53,9,24,17,0,11,21,9,18,11,8,4,3,3,1
Hepatitis B,33,15,28,49,5,17,0,19,21,7,10,6,8,4,3,3,1
Hepatitis B,33,15,28,49,5,17,0,19,21,7,10,6,8,4,3,3,1
Hepatitis B,11,22,53,9,21,0,24,20,9,12,11,11,8,4,3,3,1
Hepatitis B,33,22,53,9,21,0,24,20,9,12,11,11,8,4,3,3,1
Hepatitis B,33,15,53,9,21,0,24,20,9,12,11,11,8,4,3,3,1
Hepatitis B,33,15,28,9,21,0,24,20,9,12,11,11,8,4,3,3,1
Hepatitis B,33,15,28,49,21,0,24,20,9,12,11,11,8,4,3,3,1
Hepatitis B,33,15,28,49,5,0,24,20,9,12,11,11,8,4,3,3,1
Hepatitis B,33,15,28,49,5,17,24,20,9,12,11,11,8,4,3,3,1
Hepatitis B,33,15,28,49,5,17,0,20,9,12,11,11,8,4,3,3,1
Hepatitis C,11,47,33,25,10,32,26,21,22,21,18,11,8,4,3,3,1
Hepatitis C,11,47,33,25,36,9,26,21,22,21,18,11,8,4,3,3,1
Hepatitis C,32,25,29,48,10,32,26,21,22,21,18,11,8,4,3,3,1
Hepatitis C,11,25,29,48,10,32,26,21,22,21,18,11,8,4,3,3,1
Hepatitis C,11,47,29,48,10,32,26,21,22,21,18,11,8,4,3,3,1
Hepatitis C,11,47,33,48,10,32,26,21,22,21,18,11,8,4,3,3,1
Hepatitis C,11,47,33,25,10,32,26,21,22,21,18,11,8,4,3,3,1
Hepatitis C,11,47,33,25,36,32,26,21,22,21,18,11,8,4,3,3,1
Hepatitis C,11,47,33,25,36,9,26,21,22,21,18,11,8,4,3,3,1
Hepatitis C,11,47,33,25,36,9,26,21,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,21,49,5,20,13,0,21,21,18,11,8,4,3,3,1
Hepatitis D,28,15,53,9,24,17,0,20,22,21,18,11,8,4,3,3,1
Hepatitis D,15,15,53,9,24,17,0,20,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,53,9,24,17,0,20,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,21,9,24,17,0,20,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,21,49,24,17,0,20,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,21,49,5,17,0,20,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,21,49,5,20,0,20,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,21,49,5,20,13,20,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,21,49,5,20,13,0,22,21,18,11,8,4,3,3,1
Hepatitis E,15,42,21,19,37,5,17,9,0,20,4,9,8,4,3,3,1
Hepatitis E,15,42,21,19,37,5,17,9,0,20,1,1,7,4,3,3,1
Hepatitis E,15,42,21,19,37,5,17,9,0,20,1,1,7,4,3,3,1
Hepatitis E,28,15,24,49,5,20,13,0,21,1,4,9,8,4,3,3,1
Hepatitis E,15,15,24,49,5,20,13,0,21,1,4,9,8,4,3,3,1
Hepatitis E,15,42,24,49,5,20,13,0,21,1,4,9,8,4,3,3,1
Hepatitis E,15,42,21,49,5,20,13,0,21,1,4,9,8,4,3,3,1
Hepatitis E,15,42,21,19,5,20,13,0,21,1,4,9,8,4,3,3,1
Hepatitis E,15,42,21,19,37,20,13,0,21,1,4,9,8,4,3,3,1
Hepatitis E,15,42,21,19,37,5,13,0,21,1,4,9,8,4,3,3,1
Alcoholic hepatitis,28,47,0,42,7,14,10,21,22,21,18,11,8,4,3,3,1
Alcoholic hepatitis,28,47,0,42,7,14,10,21,22,21,18,11,8,4,3,3,1
Alcoholic hepatitis,32,0,47,12,14,11,26,21,22,21,18,11,8,4,3,3,1
Alcoholic hepatitis,28,0,47,12,14,11,26,21,22,21,18,11,8,4,3,3,1
Alcoholic hepatitis,28,47,47,12,14,11,26,21,22,21,18,11,8,4,3,3,1
Alcoholic hepatitis,28,47,0,12,14,11,26,21,22,21,18,11,8,4,3,3,1
Alcoholic hepatitis,28,47,0,42,14,11,26,21,22,21,18,11,8,4,3,3,1
Alcoholic hepatitis,28,47,0,42,7,11,26,21,22,21,18,11,8,4,3,3,1
Alcoholic hepatitis,28,47,0,42,7,14,26,21,22,21,18,11,8,4,3,3,1
Alcoholic hepatitis,28,47,0,42,7,14,10,21,22,21,18,11,8,4,3,3,1
Tuberculosis,6,42,21,46,4,13,2,16,8,8,17,10,2,2,1,0,1
Tuberculosis,6,42,21,46,4,13,2,16,8,8,17,10,2,2,1,0,1
Tuberculosis,28,15,52,8,13,2,22,9,10,20,16,3,4,0,0,3,1
Tuberculosis,6,15,52,8,13,2,22,9,10,20,16,3,4,0,0,3,1
Tuberculosis,6,42,52,8,13,2,22,9,10,20,16,3,4,0,0,3,1
Tuberculosis,6,42,21,8,13,2,22,9,10,20,16,3,4,0,0,3,1
Tuberculosis,6,42,21,46,13,2,22,9,10,20,16,3,4,0,0,3,1
Tuberculosis,6,42,21,46,4,2,22,9,10,20,16,3,4,0,0,3,1
Tuberculosis,6,42,21,46,4,13,22,9,10,20,16,3,4,0,0,3,1
Tuberculosis,6,42,21,46,4,13,2,9,10,20,16,3,4,0,0,3,1
Common Cold,8,9,21,8,13,12,23,10,13,18,13,8,6,1,1,1,0
Common Cold,8,9,21,8,13,12,23,10,13,18,13,8,6,1,1,1,0
Common Cold,6,15,14,19,12,27,14,15,18,14,15,7,1,0,2,2,1
Common Cold,8,15,14,19,12,27,14,15,18,14,15,7,1,0,2,2,1
Common Cold,8,9,14,19,12,27,14,15,18,14,15,7,1,0,2,2,1
Common Cold,8,9,21,19,12,27,14,15,18,14,15,7,1,0,2,2,1
Common Cold,8,9,21,8,12,27,14,15,18,14,15,7,1,0,2,2,1
Common Cold,8,9,21,8,13,27,14,15,18,14,15,7,1,0,2,2,1
Common Cold,8,9,21,8,13,12,14,15,18,14,15,7,1,0,2,2,1
Common Cold,8,9,21,8,13,12,23,15,18,14,15,7,1,0,2,2,1
Pneumonia,6,15,14,19,2,26,14,2,5,15,18,11,8,4,3,3,1
Pneumonia,6,15,14,19,2,26,14,15,2,5,14,11,8,4,3,3,1
Pneumonia,6,15,14,19,2,26,14,15,2,5,14,11,8,4,3,3,1
Pneumonia,11,11,24,4,30,18,19,2,5,15,18,11,8,4,3,3,1
Pneumonia,6,11,24,4,30,18,19,2,5,15,18,11,8,4,3,3,1
Pneumonia,6,15,24,4,30,18,19,2,5,15,18,11,8,4,3,3,1
Pneumonia,6,15,14,4,30,18,19,2,5,15,18,11,8,4,3,3,1
Pneumonia,6,15,14,19,30,18,19,2,5,15,18,11,8,4,3,3,1
Pneumonia,6,15,14,19,2,18,19,2,5,15,18,11,8,4,3,3,1
Pneumonia,6,15,14,19,2,26,19,2,5,15,18,11,8,4,3,3,1
Dimorphic hemmorhoids(piles),7,28,37,2,18,32,26,21,22,21,18,11,8,4,3,3,1
Dimorphic hemmorhoids(piles),7,28,37,2,18,32,26,21,22,21,18,11,8,4,3,3,1
Dimorphic hemmorhoids(piles),7,28,37,2,18,32,26,21,22,21,18,11,8,4,3,3,1
Dimorphic hemmorhoids(piles),20,29,5,22,38,32,26,21,22,21,18,11,8,4,3,3,1
Dimorphic hemmorhoids(piles),7,29,5,22,38,32,26,21,22,21,18,11,8,4,3,3,1
Dimorphic hemmorhoids(piles),7,28,5,22,38,32,26,21,22,21,18,11,8,4,3,3,1
Dimorphic hemmorhoids(piles),7,28,37,22,38,32,26,21,22,21,18,11,8,4,3,3,1
Dimorphic hemmorhoids(piles),7,28,37,2,38,32,26,21,22,21,18,11,8,4,3,3,1
Dimorphic hemmorhoids(piles),7,28,37,2,18,32,26,21,22,21,18,11,8,4,3,3,1
Dimorphic hemmorhoids(piles),7,28,37,2,18,32,26,21,22,21,18,11,8,4,3,3,1
Heart attack,28,6,45,6,38,32,26,21,22,21,18,11,8,4,3,3,1
Heart attack,28,6,45,6,38,32,26,21,22,21,18,11,8,4,3,3,1
Heart attack,3,39,10,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Heart attack,28,39,10,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Heart attack,28,6,10,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Heart attack,28,6,45,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Heart attack,28,6,45,6,38,32,26,21,22,21,18,11,8,4,3,3,1
Heart attack,3,39,10,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Heart attack,28,39,10,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Heart attack,28,6,10,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Varicose veins,11,12,8,30,33,28,20,21,22,21,18,11,8,4,3,3,1
Varicose veins,11,12,8,30,33,28,20,21,22,21,18,11,8,4,3,3,1
Varicose veins,10,7,36,43,32,23,26,21,22,21,18,11,8,4,3,3,1
Varicose veins,11,7,36,43,32,23,26,21,22,21,18,11,8,4,3,3,1
Varicose veins,11,12,36,43,32,23,26,21,22,21,18,11,8,4,3,3,1
Varicose veins,11,12,8,43,32,23,26,21,22,21,18,11,8,4,3,3,1
Varicose veins,11,12,8,30,32,23,26,21,22,21,18,11,8,4,3,3,1
Varicose veins,11,12,8,30,33,23,26,21,22,21,18,11,8,4,3,3,1
Varicose veins,11,12,8,30,33,28,26,21,22,21,18,11,8,4,3,3,1
Varicose veins,11,12,8,30,33,23,26,21,22,21,18,11,8,4,3,3,1
Hypothyroidism,11,45,12,27,20,8,21,5,1,17,5,2,0,4,3,3,1
Hypothyroidism,11,45,12,27,20,8,21,5,1,17,5,2,0,4,3,3,1
Hypothyroidism,30,10,31,24,8,24,7,1,17,4,6,0,8,4,3,3,1
Hypothyroidism,30,10,31,24,8,24,7,1,17,4,6,0,8,4,3,3,1
Hypothyroidism,11,10,31,24,8,24,7,1,17,4,6,0,8,4,3,3,1
Hypothyroidism,11,45,31,24,8,24,7,1,17,4,6,0,8,4,3,3,1
Hypothyroidism,11,45,12,24,8,24,7,1,17,4,6,0,8,4,3,3,1
Hypothyroidism,11,45,12,27,8,24,7,1,17,4,6,0,8,4,3,3,1
Hypothyroidism,11,45,12,27,20,24,7,1,17,4,6,0,8,4,3,3,1
Hypothyroidism,11,45,12,27,20,8,7,1,17,4,6,0,8,4,3,3,1
Hyperthyroidism,11,24,52,34,30,7,9,6,11,6,0,11,8,4,3,3,1
Hyperthyroidism,11,24,52,34,30,7,9,6,11,6,0,11,8,4,3,3,1
Hyperthyroidism,16,46,39,40,6,10,8,13,7,0,18,11,8,4,3,3,1
Hyperthyroidism,11,46,39,40,6,10,8,13,7,0,18,11,8,4,3,3,1
Hyperthyroidism,11,24,39,40,6,10,8,13,7,0,18,11,8,4,3,3,1
Hyperthyroidism,11,24,52,40,6,10,8,13,7,0,18,11,8,4,3,3,1
Hyperthyroidism,11,24,52,34,6,10,8,13,7,0,18,11,8,4,3,3,1
Hyperthyroidism,11,24,52,34,30,10,8,13,7,0,18,11,8,4,3,3,1
Hyperthyroidism,11,24,52,34,30,7,8,13,7,0,18,11,8,4,3,3,1
Hyperthyroidism,11,24,52,34,30,7,9,13,7,0,18,11,8,4,3,3,1
Hypoglycemia,28,15,2,40,12,20,1,6,15,6,9,11,8,4,3,3,1
Hypoglycemia,28,15,2,40,12,20,1,6,4,16,6,5,8,4,3,3,1
Hypoglycemia,28,15,2,40,12,20,1,6,4,16,6,5,8,4,3,3,1
Hypoglycemia,11,2,45,18,24,1,8,4,15,6,9,11,8,4,3,3,1
Hypoglycemia,28,2,45,18,24,1,8,4,15,6,9,11,8,4,3,3,1
Hypoglycemia,28,15,45,18,24,1,8,4,15,6,9,11,8,4,3,3,1
Hypoglycemia,28,15,2,18,24,1,8,4,15,6,9,11,8,4,3,3,1
Hypoglycemia,28,15,2,40,24,1,8,4,15,6,9,11,8,4,3,3,1
Hypoglycemia,28,15,2,40,12,1,8,4,15,6,9,11,8,4,3,3,1
Hypoglycemia,28,15,2,40,12,20,8,4,15,6,9,11,8,4,3,3,1
Osteoarthristis,15,26,27,20,31,22,26,21,22,21,18,11,8,4,3,3,1
Osteoarthristis,15,26,27,20,31,22,26,21,22,21,18,11,8,4,3,3,1
Osteoarthristis,19,21,25,41,25,32,26,21,22,21,18,11,8,4,3,3,1
Osteoarthristis,15,21,25,41,25,32,26,21,22,21,18,11,8,4,3,3,1
Osteoarthristis,15,26,25,41,25,32,26,21,22,21,18,11,8,4,3,3,1
Osteoarthristis,15,26,27,41,25,32,26,21,22,21,18,11,8,4,3,3,1
Osteoarthristis,15,26,27,20,25,32,26,21,22,21,18,11,8,4,3,3,1
Osteoarthristis,15,26,27,20,31,32,26,21,22,21,18,11,8,4,3,3,1
Osteoarthristis,15,26,27,20,31,22,26,21,22,21,18,11,8,4,3,3,1
Osteoarthristis,15,26,27,20,31,22,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,46,28,25,32,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,46,28,25,32,26,21,22,21,18,11,8,4,3,3,1
Arthritis,25,40,32,31,38,32,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,40,32,31,38,32,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,32,31,38,32,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,46,31,38,32,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,46,28,25,32,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,46,28,38,32,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,46,28,25,32,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,46,28,25,32,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,12,25,43,26,34,32,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,25,43,26,34,32,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,43,26,34,32,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,33,26,34,32,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,34,32,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,32,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,33,26,34,32,26,21,22,21,18,11,8,4,3,3,1
Acne,24,31,3,35,38,32,26,21,22,21,18,11,8,4,3,3,1
Acne,24,31,3,35,38,32,26,21,22,21,18,11,8,4,3,3,1
Acne,22,3,40,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Acne,24,3,40,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Acne,24,31,40,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Acne,24,31,3,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Acne,24,31,3,35,38,32,26,21,22,21,18,11,8,4,3,3,1
Acne,24,31,3,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Acne,24,31,40,50,38,32,26,21,22,21,18,11,8,4,3,3,1
